PassengerId,Survived,Sex,Age,SibSp,Parch,Fare,Cabin,Embarked_C,Embarked_S,Embarked_Q,Pclass_1,Pclass_2,Pclass_3,with_p
277,0,1,45,0,0,7.75,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,0
278,0,0,29.87763006,0,0,0,,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,0
279,0,0,7,4,1,29.125,,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,5
280,1,1,35,1,1,20.25,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,2
281,0,0,65,0,0,7.75,,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,0
282,0,0,28,0,0,7.8542,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,0
283,0,0,16,0,0,9.5,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,0
284,1,0,19,0,0,8.05,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,0
285,0,0,38.23344086,0,0,26,A,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,0
286,0,0,33,0,0,8.6625,,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,0
287,1,0,30,0,0,9.5,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,0
288,0,0,22,0,0,7.8958,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,0
289,1,0,42,0,0,13,,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,0
290,1,1,22,0,0,7.75,,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,0
291,1,1,26,0,0,78.85,,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,0
292,1,1,19,1,0,91.0792,B,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1
293,0,0,36,0,0,12.875,D,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,0
294,0,1,24,0,0,8.85,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,0
295,0,0,24,0,0,7.8958,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,0
296,0,0,38.23344086,0,0,27.7208,,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,0
297,0,0,23.5,0,0,7.2292,,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,0
298,0,1,2,1,2,151.55,C,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,3
299,1,0,38.23344086,0,0,30.5,C,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,0
300,1,1,50,0,1,247.5208,B,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1
301,1,1,25.14061972,0,0,7.75,,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,0
302,1,0,25.14061972,2,0,23.25,,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,2
303,0,0,19,0,0,0,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,0
304,1,1,29.87763006,0,0,12.35,E,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,0
305,0,0,25.14061972,0,0,8.05,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,0
306,1,0,0.92,1,2,151.55,C,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,3
307,1,1,38.23344086,0,0,110.8833,,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,0
308,1,1,17,1,0,108.9,C,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1
309,0,0,30,1,0,24,,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,1
310,1,1,30,0,0,56.9292,E,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,0
311,1,1,24,0,0,83.1583,C,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,0
312,1,1,18,2,2,262.375,B,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,4
313,0,1,26,1,1,26,,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,2
314,0,0,28,0,0,7.8958,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,0
315,0,0,43,1,1,26.25,,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,2
316,1,1,26,0,0,7.8542,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,0
317,1,1,24,1,0,26,,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,1
318,0,0,54,0,0,14,,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,0
319,1,1,31,0,2,164.8667,C,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,2
320,1,1,40,1,1,134.5,E,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,2
321,0,0,22,0,0,7.25,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,0
322,0,0,27,0,0,7.8958,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,0
323,1,1,30,0,0,12.35,,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,0
324,1,1,22,1,1,29,,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,2
325,0,0,25.14061972,8,2,69.55,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,10
326,1,1,36,0,0,135.6333,C,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,0
327,0,0,61,0,0,6.2375,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,0
328,1,1,36,0,0,13,D,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,0
329,1,1,31,1,1,20.525,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,2
330,1,1,16,0,1,57.9792,B,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1
331,1,1,25.14061972,2,0,23.25,,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,2
332,0,0,45.5,0,0,28.5,C,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,0
333,0,0,38,0,1,153.4625,C,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,1
334,0,0,16,2,0,18,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,2
335,1,1,38.23344086,1,0,133.65,,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,1
336,0,0,25.14061972,0,0,7.8958,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,0
337,0,0,29,1,0,66.6,C,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,1
338,1,1,41,0,0,134.5,E,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,0
339,1,0,45,0,0,8.05,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,0
340,0,0,45,0,0,35.5,T,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,0
341,1,0,2,1,1,26,F,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,2
342,1,1,24,3,2,263,C,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,5
343,0,0,28,0,0,13,,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,0
344,0,0,25,0,0,13,,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,0
345,0,0,36,0,0,13,,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,0
346,1,1,24,0,0,13,F,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,0
347,1,1,40,0,0,13,,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,0
348,1,1,25.14061972,1,0,16.1,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,1
349,1,0,3,1,1,15.9,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,2
350,0,0,42,0,0,8.6625,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,0
351,0,0,23,0,0,9.225,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,0
352,0,0,38.23344086,0,0,35,C,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,0
353,0,0,15,1,1,7.2292,,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,2
354,0,0,25,1,0,17.8,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,1
355,0,0,25.14061972,0,0,7.225,,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,0
356,0,0,28,0,0,9.5,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,0
357,1,1,22,0,1,55,E,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,1
358,0,1,38,0,0,13,,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,0
359,1,1,25.14061972,0,0,7.8792,,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,0
360,1,1,25.14061972,0,0,7.8792,,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,0
361,0,0,40,1,4,27.9,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,5
362,0,0,29,1,0,27.7208,,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,1
363,0,1,45,0,1,14.4542,,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,1
364,0,0,35,0,0,7.05,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,0
365,0,0,25.14061972,1,0,15.5,,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,1
366,0,0,30,0,0,7.25,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,0
367,1,1,60,1,0,75.25,D,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1
368,1,1,25.14061972,0,0,7.2292,,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,0
369,1,1,25.14061972,0,0,7.75,,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,0
370,1,1,24,0,0,69.3,B,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,0
371,1,0,25,1,0,55.4417,E,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1
372,0,0,18,1,0,6.4958,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,1
373,0,0,19,0,0,8.05,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,0
374,0,0,22,0,0,135.6333,,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,0
375,0,1,3,3,1,21.075,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,4
376,1,1,38.23344086,1,0,82.1708,,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1
377,1,1,22,0,0,7.25,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,0
378,0,0,27,0,2,211.5,C,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,2
379,0,0,20,0,0,4.0125,,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,0
380,0,0,19,0,0,7.775,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,0
381,1,1,42,0,0,227.525,,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,0
382,1,1,1,0,2,15.7417,,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,2
383,0,0,32,0,0,7.925,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,0
384,1,1,35,1,0,52,,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,1
385,0,0,25.14061972,0,0,7.8958,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,0
386,0,0,18,0,0,73.5,,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,0
387,0,0,1,5,2,46.9,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,7
388,1,1,36,0,0,13,,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,0
389,0,0,25.14061972,0,0,7.7292,,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,0
390,1,1,17,0,0,12,,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,0
391,1,0,36,1,2,120,B,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,3
392,1,0,21,0,0,7.7958,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,0
393,0,0,28,2,0,7.925,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,2
394,1,1,23,1,0,113.275,D,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1
395,1,1,24,0,2,16.7,G,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,2
396,0,0,22,0,0,7.7958,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,0
397,0,1,31,0,0,7.8542,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,0
398,0,0,46,0,0,26,,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,0
399,0,0,23,0,0,10.5,,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,0
400,1,1,28,0,0,12.65,,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,0
401,1,0,39,0,0,7.925,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,0
402,0,0,26,0,0,8.05,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,0
403,0,1,21,1,0,9.825,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,1
404,0,0,28,1,0,15.85,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,1
405,0,1,20,0,0,8.6625,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,0
406,0,0,34,1,0,21,,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,1
407,0,0,51,0,0,7.75,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,0
408,1,0,3,1,1,18.75,,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,2
409,0,0,21,0,0,7.775,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,0
410,0,1,25.14061972,3,1,25.4667,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,4
411,0,0,25.14061972,0,0,7.8958,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,0
412,0,0,25.14061972,0,0,6.8583,,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,0
413,1,1,33,1,0,90,C,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,1
414,0,0,29.87763006,0,0,0,,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,0
415,1,0,44,0,0,7.925,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,0
416,0,1,25.14061972,0,0,8.05,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,0
417,1,1,34,1,1,32.5,,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,2
418,1,1,18,0,2,13,,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,2
419,0,0,30,0,0,13,,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,0
420,0,1,10,0,2,24.15,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,2
421,0,0,25.14061972,0,0,7.8958,,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,0
422,0,0,21,0,0,7.7333,,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,0
423,0,0,29,0,0,7.875,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,0
424,0,1,28,1,1,14.4,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,2
425,0,0,18,1,1,20.2125,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,2
426,0,0,25.14061972,0,0,7.25,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,0
427,1,1,28,1,0,26,,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,1
428,1,1,19,0,0,26,,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,0
429,0,0,25.14061972,0,0,7.75,,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,0
430,1,0,32,0,0,8.05,E,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,0
431,1,0,28,0,0,26.55,C,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,0
432,1,1,25.14061972,1,0,16.1,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,1
433,1,1,42,1,0,26,,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,1
434,0,0,17,0,0,7.125,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,0
435,0,0,50,1,0,55.9,E,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,1
436,1,1,14,1,2,120,B,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,3
437,0,1,21,2,2,34.375,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,4
438,1,1,24,2,3,18.75,,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,5
439,0,0,64,1,4,263,C,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,5
440,0,0,31,0,0,10.5,,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,0
441,1,1,45,1,1,26.25,,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,2
442,0,0,20,0,0,9.5,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,0
443,0,0,25,1,0,7.775,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,1
444,1,1,28,0,0,13,,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,0
445,1,0,25.14061972,0,0,8.1125,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,0
446,1,0,4,0,2,81.8583,A,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,2
447,1,1,13,0,1,19.5,,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,1
448,1,0,34,0,0,26.55,,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,0
449,1,1,5,2,1,19.2583,,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,3
450,1,0,52,0,0,30.5,C,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,0
451,0,0,36,1,2,27.75,,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,3
452,0,0,25.14061972,1,0,19.9667,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,1
453,0,0,30,0,0,27.75,C,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,0
454,1,0,49,1,0,89.1042,C,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1
455,0,0,25.14061972,0,0,8.05,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,0
456,1,0,29,0,0,7.8958,,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,0
457,0,0,65,0,0,26.55,E,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,0
458,1,1,38.23344086,1,0,51.8625,D,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,1
459,1,1,50,0,0,10.5,,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,0
460,0,0,25.14061972,0,0,7.75,,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,0
461,1,0,48,0,0,26.55,E,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,0
462,0,0,34,0,0,8.05,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,0
463,0,0,47,0,0,38.5,E,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,0
464,0,0,48,0,0,13,,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,0
465,0,0,25.14061972,0,0,8.05,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,0
466,0,0,38,0,0,7.05,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,0
467,0,0,29.87763006,0,0,0,,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,0
468,0,0,56,0,0,26.55,,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,0
469,0,0,25.14061972,0,0,7.725,,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,0
470,1,1,0.75,2,1,19.2583,,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,3
471,0,0,25.14061972,0,0,7.25,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,0
472,0,0,38,0,0,8.6625,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,0
473,1,1,33,1,2,27.75,,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,3
474,1,1,23,0,0,13.7917,D,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,0
475,0,1,22,0,0,9.8375,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,0
476,0,0,38.23344086,0,0,52,A,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,0
477,0,0,34,1,0,21,,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,1
478,0,0,29,1,0,7.0458,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,1
479,0,0,22,0,0,7.5208,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,0
480,1,1,2,0,1,12.2875,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,1
481,0,0,9,5,2,46.9,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,7
482,0,0,29.87763006,0,0,0,,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,0
483,0,0,50,0,0,8.05,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,0
484,1,1,63,0,0,9.5875,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,0
485,1,0,25,1,0,91.0792,B,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1
486,0,1,25.14061972,3,1,25.4667,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,4
487,1,1,35,1,0,90,C,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,1
488,0,0,58,0,0,29.7,B,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,0
489,0,0,30,0,0,8.05,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,0
490,1,0,9,1,1,15.9,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,2
491,0,0,25.14061972,1,0,19.9667,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,1
492,0,0,21,0,0,7.25,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,0
493,0,0,55,0,0,30.5,C,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,0
494,0,0,71,0,0,49.5042,,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,0
495,0,0,21,0,0,8.05,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,0
496,0,0,25.14061972,0,0,14.4583,,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,0
497,1,1,54,1,0,78.2667,D,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1
498,0,0,25.14061972,0,0,15.1,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,0
499,0,1,25,1,2,151.55,C,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,3
500,0,0,24,0,0,7.7958,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,0
501,0,0,17,0,0,8.6625,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,0
502,0,1,21,0,0,7.75,,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,0
503,0,1,25.14061972,0,0,7.6292,,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,0
504,0,1,37,0,0,9.5875,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,0
505,1,1,16,0,0,86.5,B,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,0
506,0,0,18,1,0,108.9,C,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1
507,1,1,33,0,2,26,,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,2
508,1,0,38.23344086,0,0,26.55,,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,0
509,0,0,28,0,0,22.525,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,0
510,1,0,26,0,0,56.4958,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,0
511,1,0,29,0,0,7.75,,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,0
512,0,0,25.14061972,0,0,8.05,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,0
513,1,0,36,0,0,26.2875,E,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,0
514,1,1,54,1,0,59.4,,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1
515,0,0,24,0,0,7.4958,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,0
516,0,0,47,0,0,34.0208,D,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,0
517,1,1,34,0,0,10.5,F,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,0
518,0,0,25.14061972,0,0,24.15,,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,0
519,1,1,36,1,0,26,,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,1
520,0,0,32,0,0,7.8958,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,0
521,1,1,30,0,0,93.5,B,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,0
522,0,0,22,0,0,7.8958,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,0
523,0,0,25.14061972,0,0,7.225,,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,0
524,1,1,44,0,1,57.9792,B,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1
525,0,0,25.14061972,0,0,7.2292,,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,0
526,0,0,40.5,0,0,7.75,,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,0
527,1,1,50,0,0,10.5,,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,0
528,0,0,38.23344086,0,0,221.7792,C,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,0
529,0,0,39,0,0,7.925,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,0
530,0,0,23,2,1,11.5,,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,3
531,1,1,2,1,1,26,,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,2
532,0,0,25.14061972,0,0,7.2292,,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,0
533,0,0,17,1,1,7.2292,,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,2
534,1,1,25.14061972,0,2,22.3583,,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,2
535,0,1,30,0,0,8.6625,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,0
536,1,1,7,0,2,26.25,,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,2
537,0,0,45,0,0,26.55,B,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,0
538,1,1,30,0,0,106.425,,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,0
539,0,0,25.14061972,0,0,14.5,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,0
540,1,1,22,0,2,49.5,B,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,2
541,1,1,36,0,2,71,B,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,2
542,0,1,9,4,2,31.275,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,6
543,0,1,11,4,2,31.275,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,6
544,1,0,32,1,0,26,,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,1
545,0,0,50,1,0,106.425,C,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1
546,0,0,64,0,0,26,,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,0
547,1,1,19,1,0,26,,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,1
548,1,0,29.87763006,0,0,13.8625,,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,0
549,0,0,33,1,1,20.525,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,2
550,1,0,8,1,1,36.75,,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,2
551,1,0,17,0,2,110.8833,C,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,2
552,0,0,27,0,0,26,,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,0
553,0,0,25.14061972,0,0,7.8292,,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,0
